cv-valid-train/sample-000005.mp3,a shepherd may like to travel but he should never forget about his sheep,1,0,twenties,female,us,
cv-valid-train/sample-000008.mp3,put jackie right on the staff,3,0,seventies,male,us,
cv-valid-train/sample-000013.mp3,but he had found a guide and didn't want to miss out on an opportunity,1,0,thirties,female,us,
cv-valid-train/sample-000014.mp3,as they began to decorate the hallway a silhouette appeared in the doorway,1,0,sixties,male,england,
cv-valid-train/sample-000019.mp3,then they got ahold of some dough and went goofy,1,0,fifties,male,australia,
cv-valid-train/sample-000020.mp3,it was faintly marked with transverse stripes and slightly flattened from the perfect round,5,1,thirties,male,england,
cv-valid-train/sample-000023.mp3,i had seen all that it would presently bring me,5,0,thirties,male,us,
cv-valid-train/sample-000026.mp3,two years ago right here on this spot i had a recurrent dream too,4,0,twenties,female,australia,
cv-valid-train/sample-000027.mp3,don't let them see that you're afraid the alchemist said,3,0,twenties,male,australia,
cv-valid-train/sample-000034.mp3,i have had the same dream twice he said,1,0,fourties,female,us,
cv-valid-train/sample-000036.mp3,ask the owner of that stall how much the sword costs he said to his friend,2,1,twenties,male,australia,
cv-valid-train/sample-000039.mp3,a large piece suddenly came off and fell with a loud and sharp noise,3,1,teens,female,canada,
cv-valid-train/sample-000047.mp3,most of them were staring quietly at the big table,3,0,sixties,male,us,
cv-valid-train/sample-000049.mp3,so how will we name all these hurricanes,2,1,fourties,male,australia,
cv-valid-train/sample-000051.mp3,so the boy was disappointed he decided that he would never again believe in dreams,2,0,thirties,female,us,
cv-valid-train/sample-000053.mp3,don't you know that girl's very sick,2,0,fourties,male,england,
cv-valid-train/sample-000054.mp3,that man is terrific,3,0,thirties,male,england,
cv-valid-train/sample-000056.mp3,i'm everything the district attorney said i was,2,0,seventies,male,england,
cv-valid-train/sample-000059.mp3,finally a young woman approached who was not dressed in black,3,0,twenties,female,us,
cv-valid-train/sample-000065.mp3,you're looking for witch doctors he spoke some verses from the koran and moved on,1,0,twenties,male,us,
cv-valid-train/sample-000072.mp3,the charcoal burned away to white ash,2,0,fifties,male,us,
cv-valid-train/sample-000073.mp3,the greatest authority on meteorites stated that the height of its first appearance was about ninety or one hundred miles,5,0,twenties,male,us,
cv-valid-train/sample-000077.mp3,it was faintly marked with transverse stripes and slightly flattened from the perfect round,3,0,fourties,female,us,
cv-valid-train/sample-000081.mp3,the shop is exactly the size i always wanted it to be,9,0,fifties,male,us,
cv-valid-train/sample-000082.mp3,how do you handle the negative weights,1,0,fifties,male,us,
cv-valid-train/sample-000088.mp3,all this happened between sunrise and sunset the boy thought,3,0,teens,female,us,
cv-valid-train/sample-000097.mp3,it's late in the evening a perfect time for coffee,2,1,twenties,male,us,
cv-valid-train/sample-000100.mp3,half an hour later his shovel hit something solid,3,0,fourties,male,england,
cv-valid-train/sample-000115.mp3,harry'll tear his dinner suit,1,0,thirties,male,ireland,
cv-valid-train/sample-000118.mp3,his hands were abraded and exhausted but he listened to his heart,2,0,thirties,male,us,
cv-valid-train/sample-000121.mp3,watch over her tonight,2,0,thirties,male,england,
cv-valid-train/sample-000132.mp3,with the girl with the raven hair his days would never be the same again,3,0,sixties,male,us,
cv-valid-train/sample-000133.mp3,he heard a muffled grating sound and saw the black mark jerk forward an inch or so,3,1,thirties,female,australia,
cv-valid-train/sample-000135.mp3,like crickets and like expectations like lizards and fourleaf clovers,1,0,fourties,male,england,
cv-valid-train/sample-000140.mp3,he had been so far away that his face wasn't even visible,2,0,fourties,male,us,
cv-valid-train/sample-000146.mp3,they were strange books,3,0,twenties,male,us,
cv-valid-train/sample-000155.mp3,let him have everything he wants,1,0,twenties,female,england,
cv-valid-train/sample-000159.mp3,he was alarmed by what had happened,3,0,teens,female,us,
cv-valid-train/sample-000168.mp3,the alarm clock was set for twenty past three,2,0,thirties,male,us,
cv-valid-train/sample-000169.mp3,most of them were staring quietly at the big table,4,0,fifties,female,england,
cv-valid-train/sample-000175.mp3,get some water quickly,1,0,twenties,male,england,
cv-valid-train/sample-000180.mp3,you're still a good reporter,1,0,fifties,male,scotland,
cv-valid-train/sample-000181.mp3,show me where there is life out in the desert,2,0,fourties,male,us,
cv-valid-train/sample-000184.mp3,the boy was shocked,3,0,teens,female,us,
cv-valid-train/sample-000191.mp3,don't argue with me here,1,0,thirties,male,england,
cv-valid-train/sample-000192.mp3,he's in my room,1,0,thirties,male,england,
cv-valid-train/sample-000194.mp3,they filled three sacks,3,0,twenties,male,us,
cv-valid-train/sample-000195.mp3,ogilvy watched till one and then gave up,2,0,fourties,male,us,
cv-valid-train/sample-000196.mp3,this is the morning post you're talking to,1,0,twenties,female,us,
cv-valid-train/sample-000197.mp3,you will spend that hour getting acquainted with marshall bailey,2,1,thirties,male,us,
cv-valid-train/sample-000201.mp3,my mind ran on the possibilities of its content,5,0,sixties,male,canada,
cv-valid-train/sample-000202.mp3,i'm the king of salem the old man had said,3,0,fifties,male,us,
cv-valid-train/sample-000204.mp3,our merchants bought that man and brought him to egypt,3,0,thirties,male,us,
cv-valid-train/sample-000205.mp3,i couldnt stop staring at it,3,0,thirties,male,england,
